"ACTIVITY_ID","EXTERNAL_PERMIT_NMBR","VERSION_NMBR","FACILITY_TYPE_INDICATOR","PERMIT_TYPE_CODE","MAJOR_MINOR_STATUS_FLAG","PERMIT_STATUS_CODE","TOTAL_DESIGN_FLOW_NMBR","ACTUAL_AVERAGE_FLOW_NMBR","STATE_WATER_BODY","STATE_WATER_BODY_NAME","PERMIT_NAME","AGENCY_TYPE_CODE","ORIGINAL_ISSUE_DATE","ISSUE_DATE","ISSUING_AGENCY","EFFECTIVE_DATE","EXPIRATION_DATE","RETIREMENT_DATE","TERMINATION_DATE","PERMIT_COMP_STATUS_FLAG","RNC_TRACKING_FLAG","MASTER_EXTERNAL_PERMIT_NMBR","TMDL_INTERFACE_FLAG","EDMR_AUTHORIZATION_FLAG","PRETREATMENT_INDICATOR_CODE","RAD_WBD_HUC12S"
"3400117589","CAS000004","0",,"NGP","N","ADC",,,,,"California Storm Water/Small MS4","ST6","04/30/2003","02/05/2013",,"07/01/2013","06/30/2018",,,"Y","Y",,,"N",,
"3200059798","NCG550000","1",,"NGP",,"ADC",,,,,,"ST6","08/01/2007","08/01/2007",,"08/01/2007","07/31/2012","07/31/2012",,,"Y",,,"N",,
"2400199294","MOR60C000","0",,"NGP",,"ADC",,,,,,"ST6","10/16/1992","10/16/1992",,"10/16/1992","10/15/1997",,,,"Y",,,"N",,
"1800046390","UTR002000","2",,"NGP",,"ADC",,,,"GENERAL MASTER",,"ST6","01/01/2004","01/01/2009","Utah DEQ Division of Water Quality","01/01/2009","12/31/2013","12/31/2013",,,"Y",,,"N",,
"3603336354","WYG940000","0",,"NGP",,"EFF",,,,,"Temporary Discharge - LUST","ST6","11/01/2012","09/01/2022",,"09/01/2022","08/31/2027",,,,"Y",,,"N",,
"3603850713","NJ0128589","0",,"NGP",,"EFF",,,,,"Swimming Pool Discharges (GP)","ST6","08/23/2017","12/26/2023",,"02/01/2024","01/31/2029",,,,"Y",,,"N",,
"3602879657","MPG870000","0",,"NGP",,"EFF",,,,,"Pesticide General Permit","EP6","10/31/2021","10/31/2021",,"10/31/2021","10/30/2026",,,,"Y",,,"N",,
"3602426681","PRR050000","0",,"NGP",,"EFF",,,,,"Multi-Sector MSG","EP6","10/01/2000","01/15/2021",,"03/01/2021","02/28/2026",,,,"Y",,,"N",,
"3600994495","FLG110000","6",,"NGP",,"ADC",,,,,"Generic Permit for Discharges from Concrete Batch Plants","ST6","03/10/1997","03/10/2017",,"03/10/2017","03/09/2022","03/09/2022",,,"Y",,,"N",,
"3603761902","PAG030000","0",,"NGP",,"EFF",,,,,"STORMWATER ASSOCIATED WITH INDUSTRIAL ACTIVITIES","ST6","06/05/2005","12/24/2022",,"03/24/2023","03/23/2028",,,,"Y",,,"N",,
"3602125124","MNG255000","0",,"NGP",,"ADC",,,,,"NCCW - Treated","ST6","01/01/2008","02/01/2020","MPCA","02/01/2020","01/31/2025",,,,"Y",,,"N",,
"3600778135","OKG270000","3",,"NGP",,"ADC",,,,,,"ST6","03/23/2005","03/23/2015","ODEQ","04/01/2015","03/31/2020","03/31/2020",,,"Y",,,"N",,
"3601361837","NJ0141852","1",,"NGP",,"ADC",,,,,"Tier A Municipal Stormwater General Permit","ST6","11/09/2017","11/09/2017",,"01/01/2018","12/31/2022","12/31/2022",,,"Y",,,"N",,
"3602779445","GAG300000","0",,"NGP",,"EFF",,,,,"Mining and Processing Facilities","ST6","08/01/2016","07/21/2021",,"08/01/2021","07/31/2026",,,,"Y",,,"N",,
"3602752999","NCG030000","0",,"NGP",,"EFF",,,,,"Metal Fabrication Stormwater Discharge","ST6","11/07/2007","07/01/2021",,"07/01/2021","06/30/2026",,,,"Y",,,"N",,
"3400195142","OKG110000","3",,"NGP",,"ADC",,,,,"Master General","ST6","06/23/2003","01/08/2014","ODEQ","03/01/2014","02/28/2019","02/28/2019",,,"Y",,,"N",,
"2600066964","CTGTC0000","0",,"NGP",,"TRM",,,,,"MINOR TUMBLING & CLEANING","ST6","10/01/2011","10/01/2011","CTDEP","10/01/2011","09/30/2016",,"09/30/2016",,"Y",,,"N",,
"3602431609","NMR05I000","0",,"NGP",,"EFF",,,,,"Multi-Sector MSG","EP6","06/04/2015","01/15/2021",,"03/01/2021","02/28/2026",,,,"Y",,,"N",,
"3400141106","MOR23E000","2",,"NGP",,"ADC",,,,,"Biodiesel Manufacturing","ST6","05/23/2008","05/29/2013","MODNR-Water Protection Program","06/01/2013","05/31/2018","09/26/2018",,,"Y",,,"N",,
"3603467863","AKG572000","0",,"NGP",,"EFF",,,,,"SMALL POTW AND OTHER SMALL TREATMENT WORKS","ST6","09/28/2012","11/30/2022","Alaska Department of Environmental Conservation","01/01/2023","12/31/2027",,,,"Y",,,"N",,
"3600965642","NMR100000","2",,"NGP",,"ADC",,,,,,"EP6","07/06/1998","01/11/2017",,"02/16/2017","02/15/2022","02/16/2022",,,"Y",,,"N",,
"3200078386","NDG651000","1",,"NGP",,"ADC",,,,,,"EP6","10/20/2007","10/20/2007",,"10/20/2007","10/19/2012","05/14/2013",,,"Y",,,"N",,
"3603332078","MOG823000","0",,"NGP",,"EFF",,,,,"Domestic No Discharge","ST6","04/27/2012","08/25/2022",,"08/25/2022","08/24/2027",,,,"Y",,,"N",,
"3600657558","MIG690000","1",,"NGP",,"ADC",,,,,"GP-Dredging Dewatering Water","ST6","03/15/2013","03/15/2013","State","04/23/2013","04/01/2017","07/31/2024",,,"Y",,,"N",,
"3603800353","MTG010000","0",,"NGP",,"EFF",,,,,"Concentrated Animal Feeding Operations","ST6","08/01/2000","10/31/2023",,"11/01/2023","10/31/2028",,,,"Y",,,"N",,
"1800063724","OKG830000","2",,"NGP",,"ADC",,,,,,"ST6","12/02/2003","12/03/2007","ODEQ","01/02/2008","01/01/2013","01/02/2013",,,"Y",,,"N",,
"3601361845","NJ0155438","1",,"NGP",,"ADC",,,,,"General Remediation Clean-up (GP)","ST6","07/26/2016","07/26/2016",,"08/01/2016","06/30/2020","07/31/2020",,,"Y",,,"N",,
"3400208947","CTGSN0000","1",,"NGP",,"ADC",,,,,"Construction Stormwater GP","ST6","08/21/2013","08/21/2013","CT DEEP","10/01/2013","09/30/2018","09/30/2018",,,"Y",,,"N",,
"2400199104","MOG140000","1",,"NGP",,"ADC",,,,,"Oil/Water Separator","ST6","12/24/2008","12/24/2008","MODNR-Water Protection Program","12/24/2008","12/23/2013","06/30/2014",,,"Y",,,"N",,
"3400257228","MOG140000","2",,"NGP",,"ADC",,,,,"Oil/Water Separator","ST6","12/24/2008","06/27/2014","MODNR-Water Protection Program","07/01/2014","06/30/2019","06/30/2019",,,"Y",,,"N",,
"3604023559","MOG140000","0",,"NGP",,"EFF",,,,,"Oil/Water Separator","ST6","12/24/2008","07/01/2024",,"07/01/2024","06/30/2029",,,,"Y",,,"N",,
"3601515821","GAG600000","3",,"NGP",,"ADC",,,,,"Sewerage System (Municipal)","ST6","04/08/2008","06/14/2018",,"07/01/2018","06/30/2023","06/30/2023",,,"Y",,,"N",,
"1200037073","COG380000","0",,"NGP",,"TRM",,,,,"GEN PERMIT-TRTD WTR DISTRIBTN","ST6","08/13/2001","08/13/2001",,"10/01/2001","12/31/2008",,"12/31/2008","Y","Y",,,"N",,
"3601968604","VAG840000","3",,"NGP",,"ADC",,,,,"General Virginia Pollutant Discharge Elimination System Permit for Nonmetalic Mineral Mining Facilities","ST6","07/01/2009","07/01/2019","Virginia","07/01/2019","06/30/2024","06/30/2024",,,"Y",,,"N",,
"3603107345","AZG210002","0",,"NGP",,"EFF",,,,,"Small MS4 General Permit","ST6","09/26/2021","09/26/2021","Arizona Department of Environmental Quality","09/30/2021","09/29/2026",,,,"Y",,,"N",,
"3400194709","ILG580000","2",,"NGP",,"ADC",,,,"GEN USE/SEC CONTACT WATERS OF STATE","CSO's MWRDGC","ST6","12/11/2002","07/10/2013",,"08/01/2013","06/30/2018","05/31/2022",,,"Y",,,"N",,
"3603479530","MDR000000","0",,"NGP",,"EFF",,,,,"Industrial Stormwater","ST6","12/01/2002","02/01/2023","Maryland Department of the Environment","02/01/2023","01/31/2028",,,,"Y",,,"N",,
"3603661435","UTRC00000","2",,"NGP",,"ADC",,,,,"Construction SW General Permit","ST6","06/18/2014","07/08/2020","Utah Division of Water Quality","07/08/2020","06/30/2024","06/30/2024",,,"Y",,,"N",,
"3400258209","ARG550000","3",,"NGP",,"ADC",,,,,"Individual Treatment Facilities limited to Sanitary Waste","ST6","03/31/1991","12/18/2013",,"07/01/2014","06/30/2019","06/30/2019",,,"Y",,,"N",,
"3601894177","ARG550000","4",,"NGP",,"ADC",,,,,"Operators of lndividual Treatment Facilities Generating Only Domestic Waste located within the State of Arkansas","ST6","03/31/1991","10/03/2018",,"07/01/2019","06/30/2024","06/30/2024",,,"Y",,,"N",,
"3602463308","FLR050000","0",,"NGP",,"ADC",,,,,"Multi-sector Stormwater Generic Permit","ST6","10/22/2000","07/14/2020",,"07/14/2020","07/13/2025",,,,"Y",,,"N",,
"3603440652","MOG821000","0",,"NGP",,"EFF",,,,,"Land Application Septage","ST6","06/05/1992","12/01/2022",,"12/01/2022","11/30/2027",,,,"Y",,,"N",,
"1400012638","COG850000","0",,"NGP",,"ADC",,,,,"General Permit - Coal Mining","ST6","05/30/2008","05/30/2008",,"07/01/2008","06/30/2013",,,,"Y",,,"N",,
"3600024485","ARG750000","3",,"NGP",,"ADC",,,,,"Discharging Car/Truck Wash Facilities","ST6","07/17/1989","05/29/2014",,"12/01/2014","11/30/2019","11/30/2019",,,"Y",,,"N",,
"1400034166","ILR100000","2",,"NGP",,"ADC",,,,,"STORMWATER CONSTRUCTION","ST6","05/30/2003","08/11/2008",,"08/11/2008","07/31/2013","07/31/2013",,,"Y",,,"N",,
"20004070","AKG701000","1",,"NGP",,"ADC",,,,"VARIOUS",,"EP6","04/05/2004","04/05/2004",,"04/27/2004","03/21/2005","11/30/2008",,"Y","Y",,,"N",,
"3601481104","ARG670000","3",,"NGP",,"ADC",,,,,"Hydrostatic Testing","ST6","04/21/1998","10/04/2017",,"07/01/2018","06/30/2023","06/30/2023",,,"Y",,,"N",,
"3603502263","ARG670000","0",,"NGP",,"EFF",,,,,"Hydrostatic Testing Discharges Located within the State of Arkansas","ST6","04/21/1998","12/28/2022",,"07/01/2023","06/30/2028",,,,"Y",,,"N",,
"3400285662","KYGW40000","1",,"NGP",,"ADC",,,,,"Coal Permit - Western","ST6","08/29/2014","08/29/2014",,"10/01/2014","09/30/2019","09/30/2019",,,"Y",,,"N",,
"3000076522","NEG012000","0",,"NGP",,"ADC",,,,,"General Permit for Concentrated Animal Feeding Operations Confining Cattle","ST6","07/26/2012","07/26/2012","NDEQ","04/01/2013","03/31/2015",,,,"Y",,,"N",,
"3602997259","OKR10I000","0",,"NGP",,"EFF",,,,,"Construction General Permit (CGP)","EP6","01/11/2017","02/17/2022","U.S. EPA","02/17/2022","02/16/2027",,,,"Y",,,"N",,
"3600895506","COG500000","0",,"NGP",,"ADC",,,,,"General Permit - Sand & Gravel","ST6","05/30/2008","10/13/2016",,"01/01/2017","12/31/2021",,,,"Y",,,"N",,
"3601128300","CTGPEST00","0",,"NGP",,"ADC",,,,,"Pesticide General Permit","ST6","05/09/2012","05/15/2017","CT DEEP","05/15/2017","05/14/2022",,,,"Y",,,"N",,
"800036376","ILG551000","1",,"NGP",,"ADC",,,,"GEN USE & SEC CONTACT WTRS OF STATE","NON POTW LAGOONS <2500","ST6","12/11/2002","12/11/2002",,"03/01/2003","02/28/2008","07/31/2013",,"Y","Y",,,"N",,
"3602426652","AKR05F000","0",,"NGP",,"EFF",,,,,"Multi-Sector MSG","EP6","06/04/2015","01/15/2021",,"03/01/2021","02/28/2026",,,,"Y",,,"N",,
"3602481777","WIS058831","1",,"NGP",,"ADC",,,,,"STORM WATER SCRAP RECYCLING","ST6","05/01/2016","05/01/2016",,"05/01/2016","04/30/2021","04/30/2021",,,"Y",,,"N",,
"600019325","SDG589700","0",,"NGP",,"TRM",,,,,"Yankton Reservation","EP6","08/17/2004","08/17/2004","U.S. EPA Region 8","09/01/2004","08/16/2009",,"02/17/2012",,"Y",,,"N",,
"1800074423","CTR030000","1",,"NGP",,"ADC",,,,,,"ST6","01/08/2009","01/08/2009","CT","01/08/2009","01/08/2011","01/08/2013",,,"Y",,,"N",,
"2600047552","SDG589000","2",,"NGP",,"ADC",,,,,"South Dakota Tribal Lagoon Permit","EP6","08/16/2004","09/01/2010",,"09/15/2010","09/14/2015","12/31/2015",,,"Y",,,"N",,
"3600151601","COR05I000","1",,"NGP",,"ADC",,,,,"Multi-Sector MSG","EP6","06/04/2015","06/04/2015",,"06/04/2015","06/03/2020","02/28/2021",,,"Y",,,"N",,
"3200137416","WAR05000F","0",,"NGP",,"ADC",,,,,,"EP6","01/29/2009","01/29/2009",,"02/26/2009","09/29/2013",,,,"Y",,,"N",,
"3601722610","RIG250000","2",,"NGP",,"ADC",,,,,,"ST6","08/01/2003","10/01/2008",,"10/01/2008","09/30/2013","09/30/2013",,,"Y",,,"N",,
"3601604135","NDG120000","3",,"NGP",,"ADC",,,,,"General Permit NDG120000-Waste Stabilization Pond Discharges to Class I or IA Waters","ST6","10/01/2008","09/27/2018","North Dakota Department of Environmental Quality","10/01/2018","09/30/2023","09/30/2023",,,"Y",,,"N",,
"2400199142","MOG970000","1",,"NGP",,"ADC",,,,,,"ST6","07/05/1991","11/30/2007",,"11/30/2007","11/29/2012","11/29/2012",,,"Y",,,"N",,
"3603676201","MOG970000","0",,"NGP",,"EFF",,,,,"Yard Waste Composting","ST6","07/05/1991","08/07/2023",,"08/07/2023","08/06/2028",,,,"Y",,,"N",,
"600071537","ASR100000","1",,"NGP",,"ADC",,,,,"AS STORMWATER CONSTRUCTION","EP6","07/01/2003","07/01/2003",,"07/02/2003","07/01/2008","06/30/2008",,,"Y",,,"N",,
"2600066419","COG587000","1",,"NGP",,"ADC",,,,,"CO MASTER GENERAL PERMIT FOR INDIAN COUNTRY","EP6","09/15/2010","09/15/2010",,"09/15/2010","09/14/2015","12/31/2015",,,"Y",,,"N",,
"3602879638","IAG87000E","0",,"NGP",,"EFF",,,,,"Pesticide General Permit","EP6","10/31/2021","10/31/2021",,"10/31/2021","10/30/2026",,,,"Y",,,"N",,
"3602463310","FLR200000","0",,"NGP",,"ADC",,,,,"Construction Generic Dewatering Generic Permit","ST6","11/03/2014","02/15/2020",,"02/15/2020","02/14/2025",,,,"Y",,,"N",,
"3200059746","NCG110000","1",,"NGP",,"ADC",,,,,,"ST6","06/01/2008","06/01/2008",,"06/01/2008","05/31/2013","05/31/2013",,,"Y",,,"N",,
"3602978848","AKG315200","0",,"NGP",,"EFF",,,,,"Cook Inlet Oil and Gas Exploration, Development and Production General Permit","ST6","10/19/2021","10/19/2021","Alaska Department of Environmental Conservation","01/01/2022","12/31/2026",,,,"Y",,,"N",,
"600059139","GAG640000","2",,"NGP",,"ADC",,,,,"WATER TREATMENT PLANT's MASTER GENERAL","ST6","01/12/2001","01/09/2006","GA DNR HQ","01/09/2006","01/08/2011","01/06/2011",,,"Y",,,"N",,
"3600003730","NCG170000","2",,"NGP",,"ADC",,,,,"Textile Mill Products Stormwater Discharge","ST6","08/01/2009","08/01/2014",,"08/01/2014","07/31/2019","07/31/2019",,,"Y",,,"N",,
"3400094764","KYG990000","1",,"NGP",,"ADC",,,,,"GP FOR PESTICIDE","ST6","03/30/2012","03/30/2012",,"04/01/2012","03/31/2017","01/31/2018",,,"Y",,,"N",,
"1800032205","LAG750000","2",,"NGP",,"ADC",,,,,"Carwash","ST6","03/12/2004","03/13/2009",,"03/15/2009","03/14/2014","03/14/2014",,,"Y",,,"N",,
"20003504","AKG520000","0",,"NGP",,"TRM",,,,"VARIOUS","Seafood General Permit","ST6","07/18/2001","07/18/2001","ADEC","07/27/2001","07/27/2006",,"06/01/2022","Y","Y",,,"N",,
"2600012105","CAG990004","2",,"NGP",,"ADC",,,,,"Biological and Residual Pesticides - Vector Control Applications","ST6","05/20/2004","03/01/2011",,"03/01/2011","02/29/2016","06/30/2016",,,"Y",,,"N",,
"1800016634","CAG912003","0",,"NGP",,"TRM",,,,,"VOLATILE ORGANIC COMPOUNDS RB02","ST6","07/21/2004","08/12/2009",,"10/01/2009","09/30/2014",,"09/10/2014",,"Y",,,"N",,
"20015422","IDR050000","1",,"NGP",,"ADC",,,,,,"EP6","09/29/1995","09/14/2000",,"10/30/2000","10/30/2005","02/25/2009",,"Y","Y",,,"N",,
"3602463446","FLRNE0000","0",,"NGP",,"ADC",,,,,"Stormwater No Exposure Certification","ST6","06/01/2001","02/17/2019",,"02/17/2019","02/16/2024",,,,"Y",,,"N",,
"3600778887","MIS410000","2",,"NGP",,"ADC",,,,,"STORM WATER, FROM INDUSTRIAL ACTIVITY","ST6","09/25/2008","10/01/2013","Michigan DEQ","04/01/2014","03/31/2019","03/31/2019",,,"Y",,,"N",,
"3400000420","WAG440002","1",,"NGP",,"ADC",,,,,"CAFO Combined GP","ST6","06/21/2006","06/21/2006",,"07/21/2006","07/20/2011","03/02/2017",,,"Y",,,"N",,
"3602426680","NDR05I000","0",,"NGP",,"EFF",,,,,"Multi-Sector MSG","EP6","06/04/2015","01/15/2021",,"03/01/2021","02/28/2026",,,,"Y",,,"N",,
"3600883708","GAG200000","2",,"NGP",,"ADC",,,,,"Non-Contact Cooling Waters","ST6","09/17/2010","09/01/2015",,"09/01/2015","08/31/2020","08/31/2020",,,"Y",,,"N",,
"20044662","NMR000000","0",,"NGP",,"ADC",,,,,,"EP6","09/29/1995","09/29/1995",,"09/29/1995","09/28/2000",,,"Y","Y",,,"N",,
"3603635372","NEG023000","0",,"NGP",,"EFF",,,,,"NEG023000","ST6","04/27/2023","04/27/2023","NDEE","04/27/2023","03/31/2028",,,,"Y",,,"N",,
"3602210570","HIG740000","4",,"NGP",,"EFF",,,,,"Hawaii Master General Permit Construction Dewatering","ST6","01/01/2005","07/03/2018","Department of Health - Clean Water Branch","07/13/2018","07/12/2022","01/14/2022",,,"Y",,,"N",,
"3200044110","MSR000000","1",,"NGP",,"ADC",,,,,,"ST6","09/29/2010","09/29/2010",,"09/29/2010","09/28/2015","11/16/2015",,,"Y",,,"N",,
"3600112548","SDPG00000","1",,"NGP",,"ADC",,,,,"Metal Finishing Industrial Users","ST6","07/01/2015","07/01/2015","SDDENR","07/01/2015","06/30/2020","09/30/2020",,,"Y",,,"N",,
"3601166593","NCA300000","0",,"NGP",,"ADC",,,,,"Cattle NPDES","ST6","07/01/2007","07/01/2017",,"07/01/2017","06/30/2022",,,,"Y",,,"N",,
"3600151627","WIR05I000","1",,"NGP",,"ADC",,,,,"Multi-Sector MSG","EP6","06/04/2015","06/04/2015",,"06/04/2015","06/03/2020","02/28/2021",,,"Y",,,"N",,
"1600166170","TXR100000","0",,"NGP",,"ADC",,,,,,"EP6","09/06/1998","09/06/1998",,"09/06/1998","06/30/2003",,,,"Y",,,"N",,
"3603369463","ALG120000","0",,"NGP",,"EFF",,,,,,"ST6","10/01/2002","09/12/2022","State","10/01/2022","09/30/2027",,,,"Y",,,"N",,
"3603823922","KSR100000","0",,"NGP",,"EFF",,,,,"Construction Stormwater","ST6","03/02/2012","08/01/2022",,"08/01/2022","07/31/2027",,,,"Y",,,"N",,
"1200016403","CAG998001","1",,"NGP",,"ADC",,,,,"DE MINIMUS THREAT DISCHARGES","ST6","08/22/2003","08/22/2003",,"09/01/2003","08/01/2008","03/26/2009",,"Y","Y",,,"N",,
"3602243654","COG608000","0",,"NGP",,"ADC",,,,,"General Permits - Discharge to Surface Waters from Well Development and Pumping Test Activities","ST6","03/31/2020","03/31/2020",,"06/01/2020","05/31/2025",,,,"Y",,,"N",,
"2400199284","MOR23E000","1",,"NGP",,"ADC",,,,,"Biodiesel Manufacturing","ST6","05/23/2008","05/23/2008","MODNR-Water Protection Program","05/23/2008","05/22/2013","05/31/2013",,,"Y",,,"N",,
"3604175925","MSR002550","0",,"NGP",,"EFF",,,,,"Owl's Head Alloys","ST6","11/20/2024","11/20/2024","MDEQ","11/20/2024","11/30/2025",,,,"Y",,,"N",,
"3601857927","GAG480000","3",,"NGP",,"ADC",,,,,"DOD General Permit","ST6","01/15/2009","11/21/2018",,"01/15/2019","01/14/2024","01/14/2024",,,"Y",,,"N",,
"3603009798","MSG170000","0",,"NGP",,"EFF",,,,,"Wet Deck Log Spray","ST6","05/10/2011","03/01/2022","MDEQ","03/01/2022","02/28/2027",,,,"Y",,,"N",,
"3603116600","MOG490000","0",,"NGP",,"EFF",,,,,"Limestone Quarries","ST6","03/25/1988","05/01/2022",,"05/01/2022","04/30/2027",,,,"Y",,,"N",,
"3604354641","10R10F000","0",,"NGP",,"EFF",,,,,,"EP6","04/08/2025","04/08/2025",,"04/08/2025","02/16/2027",,,,"Y",,,"N",,
"3600752846","NCG140000","2",,"NGP",,"ADC",,,,,"Ready Mix Concrete Stormwater/Wastewater Discharge","ST6","07/01/2011","07/01/2016",,"07/01/2016","06/30/2017","07/31/2017",,,"Y",,,"N",,
"3603278793","NCG140000","0",,"NGP",,"EFF",,,,,"Ready Mix Concrete Stormwater/Wastewater Discharge","ST6","07/01/2011","07/01/2022",,"07/01/2022","06/30/2027",,,,"Y",,,"N",,
"1800040950","COR010000","0",,"NGP",,"ADC",,,,,"MASTER GENERAL - LIGHT INDUSTRY","ST6","05/31/2006","05/31/2006",,"07/01/2006","06/30/2011",,,,"Y",,,"N",,
"3400111245","CAG999003","0",,"NGP",,"ADC",,,,,"Lanthanum-Modified Clay","ST6","12/12/2012","12/12/2012",,"01/02/2013","01/01/2018",,,,"Y",,,"N",,
"400000972","CTR050000","0",,"NGP",,"ADC",,,,,,"ST6","10/01/2002","10/01/2002","CT DEEP","10/02/2002","10/01/2007",,,"Y","Y",,,"N",,
"2400219346","MOR80R000","0",,"NGP",,"TRM",,,,,,"ST6","11/01/2002","11/01/2002",,"11/01/2002","10/31/2007",,"10/31/2005",,"Y",,,"N",,
"3602263865","MEG180000","0",,"NGP",,"EFF",,,,,"Pesticides for Control of Invasive Fishes","ST6","10/01/2009","08/17/2020","MAINE DEPARTMENT OF ENVIRONMENTAL PROTECTION","08/17/2020","08/16/2025",,,,"Y",,,"N",,
"3200137418","WAR10000F","0",,"NGP",,"ADC",,,,"VARIOUS",,"EP6","09/09/1992","06/23/2003",,"07/01/2003","07/01/2008",,,,"Y",,,"N",,
"3602879667","VAG87000E","0",,"NGP",,"EFF",,,,,"Pesticide General Permit","EP6","10/31/2021","10/31/2021",,"10/31/2021","10/30/2026",,,,"Y",,,"N",,
"3600493351","ING490000","1",,"NGP",,"ADC",,,,,"SAND, GRAVEL, DIMENSION STONE & CRUSHED STONE","ST6","11/01/2015","11/01/2015","IDEM","11/01/2015","09/30/2020","09/30/2020",,,"Y",,,"N",,
"3600965647","IDR100000","2",,"NGP",,"EFF",,,,"VARIOUS",,"ST6","09/09/1992","01/11/2017",,"02/16/2017","02/15/2022","02/09/2022",,,"Y",,,"N",,
"3604026638","DEMSGP001","0",,"NGP",,"ADC",,,,,"ISW MSGP","ST6","09/15/1998","09/15/1998","DNREC","09/15/1998","09/14/2003",,,,"Y",,,"N",,
"3400243197","AKG380000","1",,"NGP",,"ADC",,,,,"WASTEWATER DISCHARGES FROM DW TREATMENT FACILITIES","ST6","05/30/2014","05/30/2014","ADEC","07/01/2014","06/30/2019","07/31/2019",,,"Y",,,"N",,
"3602997281","WAR10F000","0",,"NGP",,"EFF",,,,,"Construction General Permit (CGP)","EP6","01/11/2017","02/17/2022","U.S. EPA","02/17/2022","02/16/2027",,,,"Y",,,"N",,
"3400032722","CA0038849","2",,"NGP",,"ADC",,,,,"San Francisco Bay Mercury Permit","ST6","11/01/2007","12/12/2012",,"01/01/2013","12/31/2017","12/31/2017",,,"Y",,,"N",,
"600071540","MWR100000","1",,"NGP",,"ADC",,,,,"MW STORMWATER CONSTRUCTION","ST6","07/01/2003","07/01/2003",,"07/02/2003","07/01/2008","06/30/2008",,,"Y",,,"N",,
"3600227507","NCG190000","2",,"NGP",,"ADC",,,,,"Ship and Boat Building Stormwater Discharge","ST6","10/01/2009","06/02/2015",,"06/02/2015","05/31/2020","05/31/2020",,,"Y",,,"N",,
"3600996270","ALG850000","2",,"NGP",,"ADC",,,,,,"ST6","03/30/2012","03/30/2017",,"04/01/2017","03/31/2022","05/31/2022",,,"Y",,,"N",,
"3600801331","ORG410500","0",,"NGP",,"ADC",,,,,"Oregon Discharge Permit for Boiler Blowdown - 500","ST6","08/29/1997","08/29/1997","Oregon Dept of Environmental Quality","08/29/1997","07/31/2002",,,,"Y",,,"N",,
"3600858827","WYG480000","2",,"NGP",,"EFF",,,,,"Pesticides","ST6","03/14/2012","02/01/2016",,"02/01/2016","12/31/2020","09/10/2020",,,"Y",,,"N",,
"3603005959","GAR041000","0",,"NGP",,"EFF",,,,,"GDOT General Permit","ST6","01/03/2012","01/03/2022",,"01/03/2022","01/02/2027",,,,"Y",,,"N",,
"2400181270","MNG870000","1",,"NGP",,"ADC",,,,,,"ST6","03/31/2011","03/31/2011",,"03/31/2011","02/29/2016","11/30/2023",,,"Y",,,"N",,
"3603798687","MNG870000","0",,"NGP",,"EFF",,,,,,"ST6","03/31/2011","12/01/2023",,"12/01/2023","11/30/2028",,,,"Y",,,"N",,
"3601986138","ARR040000","4",,"NGP",,"ADC",,,,,"Regulated Small Municipal Separate Storm Sewer Systems (MS4s) Located within the State of Arkansas","ST6","12/31/2003","11/06/2018",,"08/01/2019","07/31/2024","07/31/2024",,,"Y",,,"N",,
"3602935340","WAR043001","0",,"NGP",,"ADC",,,,,"WSDOT Municipal SW GP","ST6","03/06/2014","03/06/2014","Washington State Department of Ecology","04/05/2014","03/31/2019",,,,"Y",,,"N",,
"1800072169","MTR040000","2",,"NGP",,"ADC",,,,,"STORM WATER SMALL MS-4","ST6","11/05/2004","12/30/2009","MONTANA DEQ","01/01/2010","12/31/2014","12/31/2014",,,"Y",,,"N",,
"3603001314","CTGSI0000","0",,"NGP",,"ADC",,,,,"INDUSTRIAL STORMWATER GP","ST6","10/01/2011","10/01/2021","CT DEEP","10/01/2021","09/30/2024",,,,"Y",,,"N",,
"3602426653","COR05I000","0",,"NGP",,"EFF",,,,,"Multi-Sector MSG","EP6","06/04/2015","01/15/2021",,"03/01/2021","02/28/2026",,,,"Y",,,"N",,
"3600945353","COR10000F","1",,"NGP",,"ADC",,,,,"CO Federal Facilities Construction SW","EP6","07/01/2003","07/01/2003",,"07/01/2003","06/30/2008","06/30/2008",,,"Y",,,"N",,
"3604160145","WV0113069","0",,"NGP",,"EFF",,,,,,"ST6","06/01/1993","05/12/2022",,"06/11/2022","05/11/2027",,,,"Y",,,"N",,
"3602336150","CAG982001","0",,"NGP",,"EFF",,,,,"Aggregate Mining, Marine Sand Washing, and Sand Offloading Facilities","ST6","02/13/2008","10/14/2020",,"01/01/2021","12/31/2025",,,,"Y",,,"N",,
"2600053313","FLR100000","2",,"NGP",,"EXP",,,,,,"ST6","10/22/2000","02/17/2009",,"02/17/2009","02/16/2014","02/09/2015",,,"Y",,,"N",,
"1600047422","ALG060000","1",,"NGP",,"ADC",,,,,"GENERAL PERMIT LUMBER WOOD PAPER BOARD INDUSTRY","ST6","07/01/2002","07/01/2007",,"07/01/2007","06/30/2012","06/30/2012",,,"Y",,,"N",,
"3602812146","NHG640000","3",,"NGP",,"ADC",,"1",,,"POTABLE WATER TREATMENT MASTER GENERAL PERMIT","EP6","11/15/2000","03/16/2017",,"04/01/2017","03/31/2022","09/30/2023",,,"Y",,,"N",,
